name,hq,data_filings,median_wage,naics,relevant_title,other_titles,score
"CivicPlus, LLC","Manhattan, KS",3,147542,541511,Strategy Analyst I,Lead Quality Analyst | Senior Database Administrator,40.6
"IntrinsiQ Specialty Solutions, Inc.","Carrollton, TX",3,147600,424210,Bi Developer,Data Mapping Engineer Lead | Data Engineer Iii,40.6
"LER TechForce, LLC","Columbus, IN",10,90385,54133,Senior Data Analyst,Business Analyst (Information Technology) | Data Engineer,40.6
"Lokavant, Inc.","New York, NY",4,150000,51821,Data Scientist,"Director, Data Science & Analytics",40.6
Mayer Brown LLP,"Washington, DC",2,165325,541110,Engineer: Business Intelligence,,40.6
"Messer North America, Inc.","Bridgewater, NJ",4,150000,325120,"Manager, Data Analytics","Analyst, Procurement Data",40.6
NUCOR BUSINESS TECHNOLOGY INC.,"Charlotte, NC",10,96913,541512,Data Engineer,Business Intelligence Analyst | Solutions Architect - Digital Transformation,40.6
"NestlÃ© USA, Inc.","Arlington, VA",5,125703,311991,Sr. Data Scientist,Sr Business Analyst | Sr Analyst Advanced Analytics Optimization,40.6
"Novavax, Inc.","Gaithersburg, MD",6,127823,325414,Senior Data Engineer,"It Business Analyst Iii, Med. Affairs & Clinical Operations | Senior Business Analyst, Business Technology Manufacturing",40.6
Ora Apps Inc,"Iselin, NJ",8,105700,541511,Business Analyst,Software Engineer | Sr. Business Intelligence Analyst,40.6
"RXO Corporate Solutions, LLC","Charlotte, NC",6,121163,541614,"Lead Engineer, Business Intelligence","Senior Analyst, Hrit | Senior Engineer, Business Intelligence",40.6
"Richemont North America, Inc.","New York, NY",9,95000,33991,Analytics Manager,"Analyst, Data Analytics | Business Analyst, Bi B2B",40.6
The University of Texas at Arlington,"Arlington, TX",10,90500,611310,Business Analytics Analyst Iii,Business Analytics Analyst Ii | Data Analyst,40.6
Thoughtwave Software & Solutions Inc,"Aurora, IL",9,95000,541511,Business Intelligence Developer (Software Developer),"Aws Cloud Architect | Sr Analyst, Functional",40.6
"Toyota Connected North America, Inc. (TCNA)","Plano, TX",4,143104,54199,Engineer (Data Engineer Iii),Sr. Data Engineer | Data Engineer,40.6
VIGNESH TECHNOLOGICAL SOLUTIONS INC.,"Indianapolis, IN",10,96866,541511,Qa Analyst,Application Programmer Analyst | Software Quality Assurance Analyst,40.6
Acro Service Corporation,"Livonia, MI",10,87710,561320,Business Analyst,Parts Data Management Analyst I - Product Engineering | It Business Analyst,40.5
Advocate Health and Hospitals Corporation,"Oak Brook, IL",2,158402,62111,Statistician,Market Insights & Productization Director,40.5
Andersen Corporation,"Bayport, MN",10,85015,321911,It Business Analyst,Supply Chain Analyst 2 | It Business Analyst Baan,40.5
"BBB Industries, LLC","Daphne, AL",5,132000,3363,Oracle Functional Analyst - Finance,Oracle Functional Analyst - Om/Pricing | Oracle Supply Chain Functional Analyst,40.5
"Biz-Metric Partners, Inc.","Sugar Land, TX",10,80000,541511,Principal Applications Analyst,Sr. Bi Product Analyst | Sr. Power Bi Data Analyst,40.5
CAPVISION PRO CORPORATION,"New York, NY",10,74000,518210,Research Associate,Project Manager | Senior Research Associate,40.5
CORPTEQ SOLUTIONS INC,"Cumming, GA",10,86028,541511,Big Data Engineer,Database Administrator | Programmer Analyst,40.5
"Centric Consulting, LLC","Dayton, OH",4,136100,541611,Senior Data Architect,Sr. Consultant – Data Analytics | Data Architect,40.5
DEXPERTS INC.,"Irving, TX",10,73606,541511,Iam Analyst,Okta Consultant | Iam Analyst / Developer,40.5
DataStack Technologies LLC,"Claymont, DE",10,85259,541511,Data Engineer,Business Analyst | Sql Bi Developer,40.5
Dechen Consulting Group Inc,"Farmington Hills, MI",10,,54151,Systems Analyst,Data Engineer | Sr. Database Administrator,40.5
"Disruptive Tech Solutions, Inc.","Jacksonville, FL",10,87048,541511,Health Data Analyst,Sr. Health Data Analyst | Data Scientist,40.5
"ESSENT GUARANTY, INC.","Radnor, PA",7,110000,524126,Senior Business Analyst,Business Intelligence Programmer Analyst | Senior Director Modeling And Economics,40.5
"Ebsoft Consulting, Inc.","Laurel, MD",10,78894,541511,Data Engineer,Data Analyst | Business Analyst,40.5
FEDERAL HOME LOAN BANK OF ATLANTA,"Atlanta, GA",6,114363,521110,Analytics Engineer,Senior Quantitative And Statistical Analyst | Senior Collateral Data Analyst,40.5
FORTUNE MINDS INC,"Frisco, TX",9,101192,541990,Data Engineer,Hris Consultant | Sr Engineer (Ml),40.5
"Gather AI, Inc.","Pittsburgh, PA",2,165000,541330,Machine Learning Engineer,,40.5
"Genisys Technologies, Inc.","Plymouth, MN",9,94505,541511,Business Analyst,Data Science Engineer | Etl Tester / Data Analyst,40.5
"Globalization Partners U.S., Inc.","Boston, MA",2,165000,541612,Vice President Of Strategic Finance & Data Science,,40.5
"IDOL SOFT, INC.","Mansfield, MA",10,88712,541511,Data Analyst,Software Analyst | Sql Business Intelligence Developer,40.5
JKV International LLC,"Atlanta, GA",13,,541511,Software Quality Assurance Analyst And Tester,Computer Systems Analysts | Business Analyst,40.5
LAN Cargo S.A.,"Miami, FL",10,66876,481212,Revenue Management Analyst,Cco Analyst | Product Development Analyst,40.5
Liveline Technologies Inc.,"Northville, MI",2,165000,334413,Advanced Data Scientist,,40.5
"Market Track, LLC","Chicago, IL",7,110000,541910,Sr. Data Scientist Analyst,Consultant (Consumer Insights) | Senior Data Scientist,40.5
"Putnam Associates, LLC","Boston, MA",5,145000,541611,Data Scientist Ii,Junior Data Scientist,40.5
"RGG Services, Inc.","Boston, MA",6,114347,812990,Senior Data Analyst,Associate Data Scientist | Senior Business Intelligence Engineer,40.5
ROBOTIX TECHNOLOGY SOLUTIONS INC,"Irving, TX",13,82056,541511,Business Analyst / Information Technology Specialist,Business Analyst / Information Technology Analyst | Business Analyst / It Specialist,40.5
"Resurgent Capital Services, L.P.","Greenville, SC",10,85111,522291,Data Engineer Ii,"Content Integration Analyst, Digital Communication | Data Scientist Ii",40.5
STV Incorporated,"Douglassville, PA",13,87027,541330,Digital Analyst,Senior Hris Manager | Digital Advisory Analyst,40.5
Spaulding Ridge LLC,"Chicago, IL",2,165000,561110,Manager (Computer Systems Analyst),,40.5
Technology Ventures LLC,"Mclean, VA",6,120740,541511,Data Analyst Ii,App Dev Analyst | It Analyst Iii,40.5
Tempo Sense Inc,"New York, NY",2,165000,33441,Head Scientist/Researcher,,40.5
The Campbell's Company,"Camden, NJ",3,153962,311999,Lead It Business Analyst,Data Architect - Data Management,40.5
"UGI Utilities, Inc.","Denver, PA",5,125299,2212,Senior Business Intelligence Analyst,Senior Sap Basis/Hana Adminstrator | Sr. Systems Analyst Sap Abap Developer,40.5
University of Rochester,"Rochester, NY",10,60482,611310,Business Intelligence Developer Ii,Postdoctoral Associate | Lead Application Administrator,40.5
VIACORE TECHNOLOGIES INC,"Princeton, NJ",10,84157,541511,Data Engineer,Programmer Analyst | Data Scientist,40.5
iCreditWorks Inc,"Iselin, NJ",2,165000,522291,Senior Data Visualization Engineer,,40.5
"Day Zero Diagnostics, Inc.","Boston, MA",7,122754,541715,Senior Data Scientist,"Machine Learning Research Scientist | Senior Research Scientist, Computational Biology",40.4
"Digital Technology Solutions, LLC.","Farmington, MI",8,91884,541511,Database Administrator,Data Analyst | Business Intelligence Specialist,40.4
Etos Technologies Inc,"Dallas, TX",14,91562,541511,Programmer Analyst,Computer System Analyst | It Consultant (Programmer Analyst),40.4
"InfoDrive Systems, Inc.","Tuscaloosa, AL",8,105000,541511,Data Engineering Manager,Senior Sql Database Administrator / Cloud Dba | Data Engineer,40.4
OPTIVENT GROUP INC,"Lisle, IL",7,102669,541519,Qa Analyst,Senior Software Engineer | Sql Developer,40.4
"Oak Street Health MSO, LLC","Chicago, IL",5,131250,62111,"Engineer Ii, Data Engineering Be","Principal, Enterprise Data Architect | Manager, Test Engineering - Data",40.4
PARAMOUNT GLOBAL SOLUTIONS INC,"Coppell, TX",6,120234,541511,Data Engineer,Sr Technical Analyst/Software Developer | Data Scientist,40.4
Pride Technologies LLC,"New York, NY",3,146640,541513,Institutional Securities Business Analyst,General Database Engineer | Machine Learning Engineer,40.4
"Questpay, Inc.","North Brunswick, NJ",3,146650,541219,Data \Iics Architect,Sr. Sap Bw/Hana Consultant | Senior Oracle Data Administrator,40.4
Signitives Technologies LLC,"Irving, TX",11,91562,541511,Data Engineer,Business Analyst | Data Analyst,40.4
TCG DIGITAL SOLUTIONS LLC,"Somerset, NJ",9,107079,541511,Senior Analyst,Senior Consultant | Senior Software Developer,40.4
"Alvarez & Marsal Private Equity Performance Improvement Group, LLC","New York, NY",6,120000,54161,Analyst,"Manager, Generative Ai - Product Management | Senior Project & Data Manager",40.3
"Arthrex Manufacturing, Inc.","Pendleton, SC",3,153076,423450,Senior Business Systems Analyst,Business Systems Analyst Senior,40.3
"Black Crow AI, Inc.","New York, NY",2,157500,5415,Senior Data Scientist,"Senior Product Manager, Growth (Ai Product)",40.3
"Core BTS, Inc.","Indianapolis, IN",5,131116,54151,"Systems/Data Analyst, Business Development","Solution Architect | Solution Architect, Architect & Development",40.3
DTE Electric Company,"Detroit, MI",7,122000,221122,Principal Analyst - Business Process,Senior Data Scientist | Senior Strategist,40.3
"David AI Labs, Inc.","Dover, DE",2,157500,51321,Machine Learning Engineer,Founding Operations Lead,40.3
EX.CO Technologies Inc,"New York, NY",2,157500,541511,Data Scientist,Data Analyst,40.3
GREENBYTE TECHNOLOGIES LLC,"Farmington Hills, MI",8,98000,541511,Oracle Database Administrator,Database Administrator | Sr. Sap Systems Analyst,40.3
"InnoCore Solutions, Inc","Irving, TX",6,120000,541511,Senior Database Administrator,Senior Data  Engineer | Senior Data Scientist,40.3
Innoworld Information Technologies LLC,"Tallahassee, FL",9,100000,541511,Business Systems Analyst,Quality Assurance Analyst | Oracle Database Administrator,40.3
"MPOWER Financing, Public Benefit Corporation","Washington, DC",2,157363,522291,Senior Director Of Analytics,Lead - Business Intelligence,40.3
"NextGen Information Services, Inc.","St. Louis, MO",8,104680,541511,Programmer Analyst “ Ai Product & Application Services Devel,Operational Excellence Analyst | Quality Analyst,40.3
"Priority Technology Holdings, Inc.","Alpharetta, GA",2,157383,522320,Staff Data Engineer,Data Engineer,40.3
REDMANE TECHNOLOGY LLC,"Chicago, IL",5,144000,541519,Curam Business Analyst,Business Analyst - Services Delivery,40.3
Rothman National Management Services Organization,"Philadelphia, PA",2,157458,561110,Manager Of Analytics,Associate Director Of Analytics,40.3
SAVANCYS INC,"Irving, TX",12,120000,541511,Business Analyst,,40.3
"SMARTBRIDGE, LLC","Houston, TX",5,131000,541519,Jd Edwards Technical Analyst,Data Engineer | Jde Systems Analyst,40.3
Solvay USA LLC,"Princeton, NJ",2,157480,32519,Ai & Generative Ai Product Manager,Sap Sales Specialist,40.3
"Stepful, Inc.","New York, NY",2,157327,611430,Product Analyst,Enterprise Operations Lead,40.3
Swiss Re America Holding Corporation,"Armonk, NY",11,91270,524130,Senior Data Engineer,Risk Consultant | Actuarial Analyst,40.3
"Texas EZPAWN, L.P.","Rollingwood, TX",3,152880,522298,Technical Manager Of Data Analytics,Business Intelligence & Database Support Lead,40.3
"Aramark Management, LLC","Philadelphia, PA",7,108294,722310,"Senior Manager, Audit Analytics",Senior Business Intelligence Administrator | Business Associate Analyst,40.2
"Avalere Health, LLC","Washington, DC",4,141459,54169,Senior Research Scientist,Research Scientist Ii | Research Scientist,40.2
"BATES WHITE, LLC","Washington, DC",2,156827,541690,Data Engineer,Senior Data Engineer,40.2
BRANDSCAPES WORLDWIDE CONSULTANCY LLC,"Atlanta, GA",7,115000,541910,Sr. Strategy & Insights Analyst,Research & Insights Analyst Iii | Management Analyst,40.2
"DTE Energy Corporate Services, LLC","Detroit, MI",8,104228,22112,Data Scientist,Associate Data Analyst | Principal Supervisor - Data Science,40.2
"FBG Enterprises Opco, Inc.","New York, NY",6,112803,45811,Engineer Ii – Data,Site Reliability Engineer Lead | Risk Analyst,40.2
"FBL Financial Group, Inc.","West Des Moines, IA",3,146000,524298,Data Engineer,Senior Data Developer | Senior Data Engineer,40.2
Govin Technologies LLC,"Glen Allen, VA",9,106334,541511,Data Engineer,Sr. Data Engineer | It Analyst,40.2
"IT Convergence, Inc.","Irving, TX",8,117500,541512,Database Administrator,Senior Managing Principal Consultant | Senior Principal Database Administrator,40.2
Ingenious Heads LLC,"Sterling, VA",8,104000,541511,Business Analyst,Software/Data Quality Engineer | Sr Bi Developer,40.2
Intergraph Corporation,"Madison, AL",3,146000,54151,Senior Data Scientist,"Senior Manager, Support | Principal Strategy & Enablement Consulting Lead",40.2
"Marigold Group, Inc.","Nashville, TN",3,146000,541511,"Sre, Database",Lead Reporting Specialist | Senior Big Data Engineer,40.2
"Novocure, Inc.","Portsmouth, NH",2,156900,3391,"Senior Analyst, Business Process Engineering",Data Architect,40.2
"Siemens Healthcare Diagnostics, Inc.","Tarrytown, NY",6,119618,325412,Senior Automation Informatics Consultant,Data Steward | Laboratory Information Systems Professional,40.2
Signify North America Corporation,"Bridgewater, NJ",6,119496,335132,Scientist,Lead Development Engineer | R&D Group Manager,40.2
"Stout Risius Ross, LLC","Chicago, IL",4,141500,541690,Vice President “ Digital & Data Analytics,"Analyst, Data Transformative Change | Data Associate/Manager",40.2
The Methodist Hospital Research Institute,"Houston, TX",10,101867,541714,Research Data Scientist,Data Analyst | Senior Research Data Scientist,40.2
The Mosaic Company,"Lithia, FL",4,135000,21239,Data Scientist,Lead Data Scientist | Senior It Platform Architect Analyst,40.2
The Nature Conservancy,"Arlington, VA",5,124000,813312,Sr. Database Engineer,Information Technology Programmer Ii | Sr. Information Technology Analyst,40.2
The Nebraska Medical Center,"Omaha, NE",7,102000,622110,Data Scientist,Business Intelligence Lead | Business Analyst,40.2
"WebMD, LLC","Newark, NJ",8,97272,519130,Senior Data Analyst,Data Analyst | Lead Bi Developer,40.2
Central Insurance Company,"Dublin, OH",5,129962,524210,Data Engineer,Data Scientist Ii | Product Data Decision Science Manager,40.1
"Dr Pepper Seven Up, Inc.","Frisco, TX",8,97053,312111,Sr It Analyst,Sr It Data Engineer | Principal Data Scientist,40.1
"Employment Solutions Management, Inc.","Duluth, GA",2,163000,561110,"Manager, Data Management",,40.1
"Fujitsu North America, Inc.","Richardson, TX",14,96880,541512,Database Administrators,Database Administrator | Management Analyst,40.1
"Greystar Management Services, LLC","Charleston, SC",8,103813,53131,Data Scientist,"Real Estate Associate | Associate, Research And Analytics",40.1
"HUBS, Inc.","Shelton, CT",4,134650,335122,Senior Research Engineer,Senior Plm System Administrator | Administrator Basis,40.1
"Kaleo, Inc.","Richmond, VA",3,151999,32541,"Senior Manager, Commercial Analytics",Commercial Analytics Senior Manager,40.1
"MedeAnalytics, Inc.","Richardson, TX",4,140871,513210,Senior Data Engineer,"Manager, Bi Engineering | Senior Bi Engineer",40.1
"NRRM, LLC","Saint Peters, MO",5,130000,561422,Senior Etl Developer,Data Analysis | Web Application Developer,40.1
"Opaida, Inc.","Princeton Junction, NJ",5,150000,541519,Machine Learning Engineer,,40.1
Platned Consulting LLC,"Staten Island, NY",8,103709,541511,Business Analyst,Ifs Functional Consultant - Scm/Manufacturing | Ifs Technical Consultant -Or- Programmer Analyst,40.1
Pollux Consultancy Services LLC,"Tampa, FL",5,130000,54151,Etl Developer,Data Engineer | Data Scientist,40.1
Prime Therapeutics LLC,"Eagan, MN",5,130000,54169,Medicaid Business Analyst,Principal Data & Integration Engineer (Snaplogic Admin) | Data Engineer Sr,40.1
"SCHNEIDER ELECTRIC IT USA, INC.","Boston, MA",7,108045,335999,Warehouse Engineer,Prosumer Field Test Program Manager | Sr. Marketing Data And Business Analyst,40.1
"SmartWorks, LLC","Edison, NJ",10,94778,54151,Systems Analyst,Data Engineer | Database Administrator,40.1
TAG INFORMATION TECHNOLOGY SERVICES,"Glen Allen, VA",9,92768,5416,Database Administrator,System Analyst | Data Engineer,40.1
TESI INC (f.k.a. TAKE ENTERPRISE SERVICES INC),"Princeton, NJ",10,107999,541511,Clinical Sas / Statistical Programmer,Senior Clinical Sas / Statistical Programmer | Senior Statistical Sas Programmer,40.1
"VALMONT INDUSTRIES, INC.","Omaha, NE",5,130000,331210,Sr. Data Management Engineer,Qtc Functional Lead | It Senior Programmer Analyst,40.1
X42 Global Staffing Corporation,"Spring, TX",5,130000,561320,Data Engineer,Data Engineer Ii | Business Analyst,40.1
"ABC Supply NSC, LLC.","Beloit, WI",5,123000,423330,Senior Data Engineer,Business Intelligence Engineer | Nsc It Sr Quality Assurance Analyst,40.0
AUTOMATION TECHNOLOGIES LLC,"Mccook, NE",8,73174,541511,Operations Research Analyst,Statisticians | Data Scientist,40.0
